mya_cdeab43a2e341823fae8cec8566af332,(ဂ)ပြည်နယ်/တိုင်း ကုန်သွယ်ရေး ၁၄ ခု။,0,0,0,0,0,0,NULL
mya_bad399a8c1b29bc14a5faee6daaddf6e,နည်းပညာများ၏ ဖွံ့ဖြိုးတိုးတက်မှုသည် များလှစွာသော အသိပညာဖြစ်သော သိပ္ပံပညာ၊ အင်ဂျင်နီယာ၊ သင်္ချာ၊ ဘာသာစကားနှင့် သမိုင်း အစရှိသော အသိပညာတို့မှ လက်တွေ့အသုံးချနိုင်သော ရလဒ်များ ရရှိလာခဲ့ခြင်းသာဖြစ်နိုင်သည်။,0,0,0,0,0,0,NULL
mya_9eca73ecbd847335df8f9d936a67dc9a,လေ့လာဆန်းစစ်အကဲဖြတ်ရေး ဦးစီးဌာန။,0,0,0,0,0,0,NULL
mya_451c9eae9bbed577b2e42fbdf0f64b87,"သို့ပေမယ့် လွန်ခဲ့သော နှစ်ပေါင်း ၇၅,၀၀၀ ခန့်က ချွန်ထက်သောအရာများနှင့် ပွတ်တိုက်ခြင်းဖြင့် ကျောက်တုံးအချွန်းများအား ညှိခြင်း(pressure flaking]])ဖြင့် ကျောက်လက်နက်များအား ပိုမိုကောင်းမွန်အောင် ပြုလုပ်နိုင်ခဲ့သည်။",0,0,0,0,0,0,NULL
mya_fc0b8512c07432e8354cef85a96e99de,မြန်မာနိုင်ငံသည် ၁၉၆၂ ခုနှစ်မှစ၍ စစ်အုပ်ချုပ်ရေး အောက်တွင် ရောက်ခဲ့ရသည်။,0,0,0,0,0,0,NULL
mya_e9445e7b33479076d1cb37b8be268bb5,ဆားစ် ခေါ် ကူးစက်မြန် အဆုတ်ရောင်အအေးမိရောဂါ၊ ငှက်ဖျား၊ အဆုတ်နာရောဂါ၊ ဆွိုင်းဖလူးခေါ် ကြက်ငှက်တုပ်ကွေးနှင့် ခုခံအားကျဆင်းမှုရောဂါ ([၁]) ကဲ့သို့သော ကူးစက်တတ်သော အနာရောဂါများ ကူးစက် ဖြစ်ပွားခြင်းကို ထိန်းချုပ်ရန်အတွက် အပြည်ပြည်ဆိုင်ရာ ကြိုးပမ်းအားထုတ်မှုများကို ညှိနှိုင်း ဆောင်ရွက်ခြင်းအပြင် ထိုရောဂါများ ကာကွယ်ရေးနှင့် ကုသရန် အစီအစဉ်များကိုလည်း WHO ကတာဝန်ယူသည်။,0,0,0,0,0,0,NULL
mya_1495f46428dfd8c1c8f303dafb353b19,ဇီဝနည်းပညာသုတေသန ဦးစီးဌာန။,0,0,0,0,0,0,NULL
mya_c17231f196392f90d8e11e2f01a6c81c,ထိုခြားနားခြင်းသည် ယနေ့မျက်မှောက်လူသားနှင့် ကမ္ဘာဦးလူသား Homo neanderthalensis က လွန်ခဲ့သော နှစ်၃၀၊၄၀လောက်မှစ၍ တိုးတက်ပြောင်းလဲခဲ့ပုံကို သုတေသနပြုခဲ့ကြသည်။,0,0,0,0,0,0,NULL
mya_17af2e7eeba8873adee1f74b46884801,၂၀၀၁-ခုနှစ်၊ အိန္ဒိယနီပေါ ဗုဒ္ဓဂယာဓမ္မခရီးသည် စာအုပ်နှင့် တစ်နေ့တစ်လံ ပုဂံဘယ်ရွေ့မလဲ စာအုပ်တို့ကို တက္ကသိုလ်စိန်တင်နှင့် တွဲဖက်၍ ရေးသားခဲ့သည်။,0,0,0,0,0,0,NULL
mya_3acfe8c967aeecd5a5521e335d9e4b93,အမှတ်မထင် ထွက်လာသော အသံမှ ခံစားချက်ကိုဆက်သွယ်သော စကားလုံးများဖြစ်ပေါ်ခြင်း။,0,0,0,0,0,0,NULL
mya_9cf489619259a4d25af87d872a31f9f0,ကမ္ဘာ့ကုန်သွယ်ရေးအဖွဲ့-WTO။,0,0,0,0,0,0,NULL
mya_987d45598b49fcad006fea2f6e679ed1,အေအေ ထိန်းချုပ်ထားတဲ့ ကျောက်တော်၊ သံတွဲနဲ့ ဂွမြို့တွေကို စစ်တပ်က မနေ့ညက လေကြောင်းကနေဗုံးကြဲတဲ့ သတင်းအပါအဝင် ဩဂုတ် ၁၄ ရက် နိုင်ငံတဝန်းနဲ့ ကမ္ဘာတဝန်းကထူးခြားသတင်းတွေကို တိုက်ရိုက်တင်ဆက်သွားမှာဖြစ်ပါတယ်။,0,0,0,0,0,0,NULL
mya_c423baf29046d6e8329772cdb2730abe,အဖွဲ့ဝင်မဟုတ်သည့် နယ်မြေများသည် အကယ်၍ ညီလာခံမဲပေးခြင်းအားဖြင့် သဘောတူ ခွင့်ပြုချက်ရရှိပါက တွဲဘက်အဖွဲ့ဝင်များအဖြစ် (သတင်းအချက်အလက် အပြည့်အစုံဖြင့် သို့ရာတွင် ပါဝင်မှုနှင့် မဲပေးခွင့်တို့ကို ကန့်သတ်ထားသည်) အဖွဲ့ဝင်နိုင်သည်။,0,0,0,0,0,0,NULL
mya_07e87ceb04a434428a390be2a817af76,ကျောက်ခေတ်ဟောင်းတွင် အခြားသော တိုးတက်လာခဲ့သည် နည်းပညာများမှာ အဝတ်အထည်နှင့် အမိုးအကာများဖြစ်ပြီး ထိုသည်တို့ အသုံးပြုနိုင်ခဲ့သည် အချိန်ကို အတိအကျဖြင့် ဖော်ပြနိုင်ခြင်းမရှိပေ။,0,0,0,0,0,0,NULL
mya_7d3377bbf3e4b435662923fe00089578,ရွေးကောက်ပွဲမတိုင်ခင် သတင်းစာရှင်းလင်းပွဲတွင် ဒေါ်အောင်ဆန်းစုကြည်မှာ မိမိမှာ သမ္မတ အထက်တွင်ရှိမည်ဖြစ်ကြောင်း သတင်းထောက်များကို ဖြေကြားခဲ့သည်။,0,0,0,0,0,0,NULL
mya_df781ec3aecf1bf46a3575ab0d87919f,အရပ်သုံး ဘာသာစကား (natural language) နှင့် စည်းချပ် ဘာသာစကား (formal language) ဟု ၂မျိုး ခွဲနိုင်ပြီး လူအများကြား နေ့တဓူဝသုံးနှုန်းနေကြသည်မှာ အရပ်သုံး ဘာသာစကားများ ဖြစ်သည်။,0,0,0,0,0,0,NULL
mya_b501e9923f739cc86fa585ee4bf4be20,သိပ္ပံနှင့်နည်းပညာကဏ္ဍ စဉ်ဆက်မပြတ်ဖွံ့ဖြိုးတိုးတက်ရေးနှင့် ဤကဏ္ဍဆိုင်ရာ လူသားအရင်းအမြစ်ဖွံ့ဖြိုး တိုးတက်ရေးတို့သည် နိုင်ငံတော်၏ အမျိုးသားအကျိုးစီးပွားဖွံ့ဖြိုးတိုးတက်ရေးအတွက် အရေးပါသောကဏ္ဍများ ဖြစ်သည့်အားလျော်စွာ သိပ္ပံနှင့်နည်းပညာဝန်ကြီးဌာနကို ၁၉၉၆ ခုနှစ်၊ အောက်တိုဘာလ (၂) ရက်နေ့တွင် နိုင်ငံတော်အေးချမ်းသာယာရေးနှင့်ဖွံ့ဖြိုးရေးကောင်စီ၏ အမိန့်အမှတ် (၃၆/၉၆)ဖြင့် စတင်ဖွဲ့စည်းခဲ့ပါသည်။,0,0,0,0,0,0,NULL
mya_fb6a3ee7c537cbb5417dceec7d501ca4,၂၀၁၆ ခုနှစ် ဇန်နဝါရီလ (၃၁) ရက်နေ့တွင် သက်တမ်းကုန်ဆုံးခဲ့သည်။,0,0,0,0,0,0,NULL
mya_7078fde9afc983aba715279dfe8dba22,အမှန်အားဖြင့် လတ်တလောအချိန်အထိ နည်းပညာကိုဖွံ့ဖြိုးအောင် ပြုလုပ်နိုင်သူမှာ လူသားများသာ ဖြစ်သည်ဟု ယုံကြည်ရသည်။,0,0,0,0,0,0,NULL
mya_6abdfb64402f2023d0d7e64b4c67212e,နိုင်ငံတော်နှင့် ဒေသ အစိုးရများ၊ ဖောင်ဒေးရှင်းများနှင့် NGOများ၊ အခြား UN အဖွဲ့အစည်းများနှင့် ပုဂ္ဂလိက အခန်းကဏ္ဍများမှလည်း WHO သို့ စေတနာအလျောက် ထည့်ဝင်ကြရာ ယခုအခါ အဖွဲ့ဝင်နိုင်ငံ 193 နိုင်ငံတို့၏ သတ်မှတ်ထည့်ဝင်ငွေ (ပေးရန်ရှိသော)ထက် ကျော်လွန်သွားပြီဖြစ်သည်။,0,0,0,0,0,0,NULL
mya_dee4e01a7787fea6f1c0115439ad8622,၎င်းတို့ထဲမှ ဒိန်းမတ်လူမျိုးဘာသာဗေဒပညာရှင် “အုတ်တို ဂျက်စ်ပါစင်” Jens Otto Harry Jespersen၏တင်ပြချက်ကို အောက်ပါအတိုင်းတွေ့ရှိနိုင်သည်။,0,0,0,0,0,0,NULL
mya_d51a0fb7d8c691354dd5667d694a97fd,သီးခြားအုပ်ချုပ်ခွင့်ရှိသော အထူးလက်အောက်ခံ နယ်မြေများကိုလည်း လေ့လာသူအဆင့်အတန်း သတ်မှတ်နိုင်သည်။,0,0,0,0,0,0,NULL
mya_d3a5670761133d8f90f824192418b28a,ထိုနှစ် ဩဂုတ် ၈ ရက်နေ့တွင် စစ်တပ်သည် ဆန္ဒပြသူများအား ပစ်ခတ်ခဲ့ရာ ၈၈၈၈ (၈လေးလုံး) အုံကြွမှုဟု တွင်ခဲ့သည်။,0,0,0,0,0,0,NULL
mya_a73d2f76b520d3abae7557ed5bfe7e94,သို့သော် ဤသည်တို့မှာ လူသားတို့ ဖွံ့ဖြိုးတိုးတက်မှု၏ အဓိကအချက်များ ဖြစ်ကြသည်။,0,0,0,0,0,0,NULL
mya_cead81cf49dd60d09935758383a82ab2,ထို့ပြင် ကလေးများသည် အထွက်နှုန်းတိုးလာသော သီးနှံများအတွက် လုပ်အားကိုရရှိနိုင်ပြီး အမဲလိုက်ခြင်းနှင့် ကောတ်သိမ်းခြင်း လုပ်ကိုင်သူတို့စာလျှင် ပိုမို၍ အဆင်သင့်သည်။,0,0,0,0,0,0,NULL
mya_cc4461483fd9c3a2c806bb087a3891e6,နေပြည်တော်နဲ့အပြိုင် SCEF အင်ဂျင်ပါဝါတည်ဆောက်နိုင်မလား။,0,0,0,0,0,0,NULL
mya_496f2b784683dddbdf5479a8fcd7f763,လူ့သဘာဝ တွင်ကားပါဝင်နိုင်သည်။,0,0,0,0,0,0,NULL
mya_bf5cc522dddefcf3f8fa6e715d00e330,တိုင်းရင်းမေဂျာနယ်၊ ယုဝတီဂျာနယ်၊ သင့်ဘဝမဂ္ဂဇင်းတို့တွင် တင်ဝဇီ(ရွှေမြိုင်) ကလောင်အမည်ဖြင့် ဆောင်းပါး၊ ကဗျာများ ရေးသားခဲ့ပြီး ၁၉၇၆-ခုနှစ်တွင် စိမ့်(ပညာရေး) ကလောင်အမည်ဖြင့် ဒိုင်းခင်ခင် (ရတနာပုံ နန်းတွင်းလျှို့ဝှက်ဇာတ်လမ်းများ)၊ ပုဂံရွှေရုပ်လွှာ(၁)(၂)၊ ပတ္တမြားငမောက်၊ ရာဇဓာတုကလျာ၊ ကနောင်မင်းသားနှင့် လှိုင်ထိပ်ခေါင်တင်၊ ပန်ထွာဘုရင်မ စသည့် လုံးချင်းဝတ္ထုများ ရေးသားခဲ့သည်။,0,0,0,0,0,0,NULL
mya_912cfcd835982df7779d6f168b3ff303,စစ်အစိုးရသည် နိုင်ငံတကာမှ ဝိုင်းပယ်ထားခြင်းကို တိုး၍ခံနေရသည်။,0,0,0,0,0,0,NULL
mya_dab8751a96c8ef861aaed4edb365123e,ယူကရိန်းစစ်ပွဲမှာ အောင်ပွဲရပြီလို့ 'ပူတင်' ဘယ်တော့မှ ပြောနိုင်မှာမဟုတ်ဘူး - နိုဘယ်လ်ဆုရှင် မူရာတော့ဗ်။,0,0,0,0,0,0,NULL
mya_e3ccf9559043aea5030c9d5660d5c8e1,၁၉၄၈ ခုနှစ် ဇန်နဝါရီ ၄ ရက်တွင် မြန်မာနိုင်ငံသည် ဗြိတိသျှကိုလိုနီလက်အောက်မှ လွတ်မြောက်ကာ ပါလီမန်စနစ်ကို အခြေခံသော ဒီမိုကရေစီနိုင်ငံဖြစ်လာသည်။,0,0,0,0,0,0,NULL
mya_6a57e6a47722532035539a19920d97e7,၁၉၆၁-ခုနှစ်တွင် ရန်ကုန်တက္ကသိုလ်မှ ဝိဇ္ဇာဘွဲ့၊ ၁၉၆၄-ခုနှစ်တွင် ရန်ကုန် ပညာရေးမဟာဌာနမှ ဘီအီးဒီဘွဲ့၊ ၁၉၇၆-ခုနှစ်တွင် ရန်ကုန်ပညာရေးတက္ကသိုလ်မှ မဟာပညာရေးဘွဲ့များ ရရှိခဲ့သည်။,0,0,0,0,0,0,NULL
mya_44abb8daaeafc24a97ab71f7245388ee,ကျောင်း၌ ယဉ်ကျေးခြင်း (၁၄) မျိုး။,0,0,0,0,0,0,NULL
mya_b0292094fe011f8794a4d0bac2b93034,ယခုလက်ရှိတွင် စစ်အစိုးရသည် နိုင်ငံ၏ ၅၀%ကိုသာ ထိန်းချုပ်နိုင်တော့သည်။,0,0,0,0,0,0,NULL
mya_cfb4fd64caeab3578f40c016ddb37168,ပန်ထွာဘုရင်မ၊ ဒိုင်းခင်ခင်၊ ရာဇဓာတုကလျာ စသည့်စာအုပ်များသည် သူမ၏ထင်ရှားသောလက်ရာများဖြစ်သည်။,0,0,0,0,0,0,NULL
mya_ab2a96ff3604e0c42e4fcb6078498436,၂၀၁၆ ခုနှစ် သမ္မတ ဦးထင်ကျော်လက်ထက်တွင် ဖျက်သိမ်းပြီး ပညာရေးဝန်ကြီးဌာန (သိပ္ပံနှင့် နည်းပညာ) အဖြစ် ပညာရေးဝန်ကြီးဌာနလက်အောက်တွင် ထားရှိခဲ့ကာ ၂၀၂၁ခုနှစ်၊ ဇွန်လ(၁၇) ရက်နေ့တွင် နိုင်ငံတော်စီမံအုပ်ချုပ်ရေးကောင်စီ၏ အမိန့်အမှတ် (၁၃၈/၂၀၂၁)ဖြင့် ပြင်ဆင်ဖွဲ့စည်းခဲ့ပါသည်။,0,0,0,0,0,0,NULL
